aircraftAttack,attackAircraft,United_States_Air_Force | aircraftAttack | Lockheed_AC-130
leaderName,leaderName,Pakistan | leaderName | Mamnoon_Hussain
regionServed,regionServed,Port_Authority_of_New_York_and_New_Jersey | regionServed | New_Jersey
aircraftTransport,transportAircraft,United_States_Air_Force | aircraftTransport | Boeing_C-17_Globemaster_III
targetAirport,hubAirport,Turkmenistan_Airlines | targetAirport | Turkmenbashi_International_Airport
jurisdiction,jurisdiction,Flemish_Government | jurisdiction | Flemish_Region
demonym,demonym,Texas | demonym | Tejano
headquarter,headquarter,Turkmenistan_Airlines | headquarter | Turkmenistan
headquarters,headquarter,Turkmenistan_Airlines | headquarters | Ashgabat
currency,currency,Iraq | currency | Iraqi_dinar
battle,battles,United_States_Air_Force | battle | Korean_War
r4Surface,4th_runway_SurfaceType,"Andrews_County_Airport | r4Surface | ""Asphalt""@en"
owner,owner,"Andrews_County_Airport | owner | Andrews_County,_Texas"
nativenameA,nativeName,"Agra_Airport | nativenameA | ""Kheria Air Force Station""@en"
hubAirport,hubAirport,Turkmenistan_Airlines | hubAirport | Ashgabat_International_Airport
mayor,mayor,Athens | mayor | Giorgos_Kaminis
largestcity,largestCity,Texas | largestcity | Houston
ordo,order,Poaceae | ordo | Poales
city,cityServed,"Alpena_County_Regional_Airport | city | Alpena,_Michigan"
faa,locationIdentifier,"Abilene_Regional_Airport | faa | ""ABI""@en"
r5Number,5th_runway_Number,Amsterdam_Airport_Schiphol | r5Number | 18
locationIdentifier,locationIdentifier,"Al-Taqaddum_Air_Base | locationIdentifier | ""MAT"""
runwayDesignation,runwayName,"Appleton_International_Airport | runwayDesignation | ""12/30"""
unrankedOrdo,order,Poaceae | unrankedOrdo | Commelinids
aircraftHelicopter,aircraftHelicopter,Indian_Air_Force | aircraftHelicopter | HAL_Light_Combat_Helicopter
battles,battles,United_States_Air_Force | battles | Invasion_of_Grenada
unrankedClassis,class,Poaceae | unrankedClassis | Monocotyledon
r4LengthF,4th_runway_LengthFeet,Andrews_County_Airport | r4LengthF | 25
r1Number,1st_runway_Number,Angola_International_Airport | r1Number | 5
unrankedDivisio,division,Poaceae | unrankedDivisio | Flowering_plant
leaderTitle,leaderTitle,"Punjab,_Pakistan | leaderTitle | Provincial_Assembly_of_the_Punjab"
location,location,Agra_Airport | location | Uttar_Pradesh
capital,capital,"Texas | capital | Austin,_Texas"
isPartOf,isPartOf,"Appleton,_Wisconsin | isPartOf | Grand_Chute,_Wisconsin"
runwayLength,runwayLength,"Al-Taqaddum_Air_Base | runwayLength | ""3684.12""^^xsd:double"
leader,leaderName,Alderney | leader | Elizabeth_II
cityServed,cityServed,Amsterdam_Airport_Schiphol | cityServed | Netherlands
division,division,Poaceae | division | Flowering_plant
elevation,elevationAboveTheSeaLevel_(in_metres),"Agra_Airport | elevation | ""167.94""^^xsd:double"
officialLanguage,officialLanguage,Belgium | officialLanguage | French_language
r1LengthM,1st_runway_LengthMetre,Amsterdam_Airport_Schiphol | r1LengthM | 3800
arrondissement,administrativeArrondissement,Antwerp | arrondissement | Arrondissement_of_Antwerp
iataLocationIdentifier,IATA_Location_Identifier,"Agra_Airport | iataLocationIdentifier | ""AGR"""
leaderParty,leaderParty,Madrid | leaderParty | Ahora_Madrid
operator,operatingOrganisation,Ashgabat_International_Airport | operator | Turkmenistan_Airlines
subdivisionName,isPartOf,"Saranac_Lake,_New_York | subdivisionName | Harrietstown,_New_York"
icaoLocationIdentifier,ICAO_Location_Identifier,"Al_Asad_Airbase | icaoLocationIdentifier | ""ORAA"""
countySeat,countySeat,"Andrews_County,_Texas | countySeat | Andrews,_Texas"
r1LengthF,1st_runway_LengthFeet,Alpena_County_Regional_Airport | r1LengthF | 9001
class,class,Poaceae | class | Monocotyledon
elevationM,elevationAboveTheSeaLevel_(in_metres),Appleton_International_Airport | elevationM | 280
r3LengthF,3rd_runway_LengthFeet,Ardmore_Airport_(New_Zealand) | r3LengthF | 1960
lid,locationIdentifier,"Al-Taqaddum_Air_Base | lid | ""MAT""@en"
r2Surface,2nd_runway_SurfaceType,Ardmore_Airport_(New_Zealand) | r2Surface | Poaceae
language,language,Texas | language | Spanish_language
r3Surface,3rd_runway_SurfaceType,Ardmore_Airport_(New_Zealand) | r3Surface | Poaceae
runwaySurface,runwaySurfaceType,"Atlantic_City_International_Airport | runwaySurface | ""Asphalt/Concrete"""
country,country,Alcobendas | country | Spain
aircraftFighter,aircraftFighter,United_States_Air_Force | aircraftFighter | McDonnell_Douglas_F-15_Eagle
elevationF,elevationAboveTheSeaLevel_(in_feet),Afonso_Pena_International_Airport | elevationF | 2988
r1Surface,1st_runway_SurfaceType,Alderney_Airport | r1Surface | Poaceae
locationCity,locationCity,ENAIRE | locationCity | Madrid
chief1Name,chief,South_Jersey_Transportation_Authority | chief1Name | Stephen_Dilts
hubs,hubAirport,Turkmenistan_Airlines | hubs | Ashgabat_International_Airport
r5Surface,5th_runway_SurfaceType,"Amsterdam_Airport_Schiphol | r5Surface | ""Asphalt""@en"
order,order,Poaceae | order | Poales
largestCity,largestCity,Texas | largestCity | Houston
